playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","0","null","null","null","138","null","null","0","null","null","null","0","0","3.0924","null",
"2495487","null","Aldon Smith","LB","OAK","LB","OAK","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2534567","null","Korey Toomer","LB","OAK","LB","OAK","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2541512","null","Brian Leonhardt","TE","OAK","TE","OAK","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553433","null","Mario Edwards","DL","OAK","DL","OAK","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2553653","null","Josh Harper","WR","OAK","WR","OAK","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553658","null","Gabe Holmes","TE","OAK","TE","OAK","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553674","null","Tevin McDonald","DB","OAK","DB","OAK","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2555332","null","Connor Cook","QB","OAK","QB","OAK","null","0","null","null","null","73","null","null","0","null","null","null","0","0","5.7158","null",
"2540274","null","Matthew Tucker","RB","PHI","RB","PHI","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2541310","null","Steven Means","DL","PHI","DL","PHI","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2543712","null","Terrence Brooks","DB","PHI","DB","PHI","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550188","null","Jerome Couplin","DB","PHI","DB","PHI","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553355","null","Randall Evans","DB","PHI","DB","PHI","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2556785","null","Paul Turner","WR","PHI","WR","PHI","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.3359","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2540175","null","LeVeon Bell","RB","PIT","RB","PIT","null","0","null","null","null","138","null","null","0","null","null","null","0","0","10.8773","null",
"2541777","null","Terence Garvin","LB","PIT","LB","PIT","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2543572","null","Martavis Bryant","WR","PIT","WR","PIT","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.9616","null",
"2550235","null","Roosevelt Nix","RB","PIT","RB","PIT","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2551247","null","Josh Harris","RB","PIT","RB","PIT","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2552264","null","Senquez Golson","DB","PIT","DB","PIT","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552289","null","Bud Dupree","LB","PIT","LB","PIT","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552442","null","Gerod Holliman","DB","PIT","DB","PIT","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553310","null","Efe Obada","DL","PIT","DL","PIT","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2553904","null","Shakim Phillips","WR","PIT","WR","PIT","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"768","null","Steve Johnson","WR","SD","WR","SD","null","0","null","null","null","185","null","null","0","null","null","null","0","0","5.057","null",
"1037896","null","Sean Lissemore","DL","SD","DL","SD","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2543748","null","Caraun Reid","DL","SD","DL","SD","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2543811","null","Pierre Desir","DB","SD","DB","SD","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550658","null","Branden Oliver","RB","SD","RB","SD","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553692","null","Rasheed Bailey","WR","SD","WR","SD","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553848","null","Dreamius Smith","RB","SD","RB","SD","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553879","null","Jahwan Edwards","RB","SD","RB","SD","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2556148","null","Jatavis Brown","LB","SD","LB","SD","null","0","null","null","null","208","null","null","null","null","null","null","0","0","null","null",
"497250","null","Anthony McCoy","TE","SEA","TE","SEA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.3875","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","3.9363","null",
"2534871","null","Derrick Coleman","RB","SEA","RB","SEA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2540199","null","Tharold Simon","DB","SEA","DB","SEA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2549978","null","Eric Pinkins","LB","SEA","LB","SEA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2550608","null","RaShaun Allen","TE","SEA","TE","SEA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2550733","null","Kevin Smith","WR","SEA","WR","SEA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553455","null","Ryan Murphy","DB","SEA","DB","SEA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2556603","null","Tre Madden","RB","SEA","RB","SEA","null","0","null","null","null","138","null","null","0.0522","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","SF","QB","SF","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2495215","null","Christian Ponder","QB","SF","QB","SF","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.882","null",
"2541883","null","Eric Rogers","WR","SF","WR","SF","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2543650","null","Aaron Lynch","LB","SF","LB","SF","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2543747","null","Taylor Hart","DL","SF","DL","SF","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552413","null","Dres Anderson","WR","SF","WR","SF","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553465","null","Rory Anderson","TE","SF","TE","SF","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2555545","null","Will Redmond","DB","SF","DB","SF","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552274","null","Martin Ifedi","DL","STL","DL","STL","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.0899","null",
"2541185","null","Ryan Griffin","QB","TB","QB","TB","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2550401","null","Ryan Smith","DB","TB","DB","TB","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553289","null","Evan Spencer","WR","TB","WR","TB","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2495499","null","Brandon Harris","DB","TEN","DB","TEN","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2539264","null","Zaviar Gooden","LB","TEN","LB","TEN","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553811","null","Deon Long","WR","TEN","WR","TEN","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2555551","null","LeShaun Sims","DB","TEN","DB","TEN","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"496782","null","Junior Galette","LB","WAS","LB","WAS","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2507229","null","Adam Hayward","LB","WAS","LB","WAS","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
